Matrice des probabilites (heure x paquets) :
6 20 5 800
Heure	0	1	2	3	4
6	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
7	0.92307692307692312816	0.07692307692307692735	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
8	0.74725274725274726251	0.20879120879120879883	0.04395604395604395948	0.00000000000000000000	0.00000000000000000000
9	0.54945054945054949691	0.32967032967032966484	0.08791208791208791895	0.03296703296703296787	0.00000000000000000000
10	0.35164835164835167580	0.43956043956043955312	0.16483516483516483242	0.04395604395604395948	0.00000000000000000000
11	0.19780219780219779335	0.57142857142857139685	0.18681318681318681563	0.04395604395604395948	0.00000000000000000000
12	0.17582417582417583790	0.43956043956043955312	0.28571428571428569843	0.08791208791208791895	0.01098901098901098987
13	0.13186813186813187149	0.45054945054945055860	0.30769230769230770939	0.08791208791208791895	0.02197802197802197974
14	0.23076923076923078204	0.39560439560439558671	0.25274725274725273749	0.12087912087912087988	0.00000000000000000000
15	0.27472527472527474846	0.47252747252747251405	0.20879120879120879883	0.04395604395604395948	0.00000000000000000000
16	0.47252747252747251405	0.42857142857142854764	0.09890109890109889668	0.00000000000000000000	0.00000000000000000000
17	0.61538461538461541878	0.35164835164835167580	0.03296703296703296787	0.00000000000000000000	0.00000000000000000000
18	0.87912087912087910624	0.12087912087912087988	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
19	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
20	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
