Matrice des probabilites (heure x paquets) :
6 20 5 800
Heure	0	1	2	3	4
6	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
7	0.55434782608695654105	0.44565217391304345895	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
8	0.15217391304347827052	0.40217391304347827052	0.44565217391304345895	0.00000000000000000000	0.00000000000000000000
9	0.02173913043478260809	0.15217391304347827052	0.54347826086956518843	0.28260869565217389132	0.00000000000000000000
10	0.00000000000000000000	0.01086956521739130405	0.11956521739130435145	0.86956521739130432369	0.00000000000000000000
11	0.00000000000000000000	0.00000000000000000000	0.01086956521739130405	0.58695652173913048788	0.40217391304347827052
12	0.00000000000000000000	0.01086956521739130405	0.00000000000000000000	0.23913043478260870289	0.75000000000000000000
13	0.00000000000000000000	0.00000000000000000000	0.01086956521739130405	0.25000000000000000000	0.73913043478260864738
14	0.00000000000000000000	0.01086956521739130405	0.03260869565217391214	0.53260869565217394683	0.42391304347826086474
15	0.00000000000000000000	0.01086956521739130405	0.22826086956521737803	0.76086956521739135262	0.00000000000000000000
16	0.01086956521739130405	0.15217391304347827052	0.75000000000000000000	0.08695652173913043237	0.00000000000000000000
17	0.16304347826086956763	0.41304347826086956763	0.42391304347826086474	0.00000000000000000000	0.00000000000000000000
18	0.56521739130434778264	0.43478260869565216185	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
19	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
20	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
