Matrice des probabilites (heure x paquets) :
6 20 5 800
Heure	0	1	2	3	4
6	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
7	0.31868131868131865936	0.68131868131868134064	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
8	0.01098901098901098987	0.30769230769230770939	0.68131868131868134064	0.00000000000000000000	0.00000000000000000000
9	0.02197802197802197974	0.01098901098901098987	0.32967032967032966484	0.63736263736263731872	0.00000000000000000000
10	0.00000000000000000000	0.02197802197802197974	0.03296703296703296787	0.93406593406593407813	0.01098901098901098987
11	0.00000000000000000000	0.00000000000000000000	0.03296703296703296787	0.63736263736263731872	0.32967032967032966484
12	0.00000000000000000000	0.00000000000000000000	0.03296703296703296787	0.43956043956043955312	0.52747252747252748595
13	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.67032967032967027965	0.32967032967032966484
14	0.00000000000000000000	0.01098901098901098987	0.09890109890109889668	0.89010989010989005621	0.00000000000000000000
15	0.00000000000000000000	0.01098901098901098987	0.36263736263736262577	0.62637362637362636875	0.00000000000000000000
16	0.04395604395604395948	0.26373626373626374297	0.69230769230769229061	0.00000000000000000000	0.00000000000000000000
17	0.30769230769230770939	0.69230769230769229061	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
18	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
19	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
20	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
