Matrice des probabilites (heure x paquets) :
6 20 5 800
Heure	0	1	2	3	4
6	0.80219780219780223440	0.19780219780219779335	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
7	0.56043956043956044688	0.34065934065934067032	0.09890109890109889668	0.00000000000000000000	0.00000000000000000000
8	0.37362637362637363125	0.30769230769230770939	0.29670329670329670391	0.02197802197802197974	0.00000000000000000000
9	0.21978021978021977656	0.29670329670329670391	0.29670329670329670391	0.18681318681318681563	0.00000000000000000000
10	0.12087912087912087988	0.26373626373626374297	0.38461538461538463674	0.19780219780219779335	0.03296703296703296787
11	0.07692307692307692735	0.20879120879120879883	0.36263736263736262577	0.27472527472527474846	0.07692307692307692735
12	0.12087912087912087988	0.21978021978021977656	0.39560439560439558671	0.18681318681318681563	0.07692307692307692735
13	0.09890109890109889668	0.19780219780219779335	0.48351648351648351953	0.13186813186813187149	0.08791208791208791895
14	0.14285714285714284921	0.28571428571428569843	0.39560439560439558671	0.17582417582417583790	0.00000000000000000000
15	0.23076923076923078204	0.40659340659340659219	0.30769230769230770939	0.05494505494505494414	0.00000000000000000000
16	0.41758241758241759767	0.41758241758241759767	0.16483516483516483242	0.00000000000000000000	0.00000000000000000000
17	0.64835164835164837971	0.35164835164835167580	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
18	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
19	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
20	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
