Matrice des probabilites (heure x paquets) :
6 20 5 800
Heure	0	1	2	3	4
6	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
7	0.68478260869565221736	0.31521739130434783815	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
8	0.31521739130434783815	0.59782608695652172948	0.08695652173913043237	0.00000000000000000000	0.00000000000000000000
9	0.16304347826086956763	0.18478260869565216185	0.65217391304347827052	0.00000000000000000000	0.00000000000000000000
10	0.09782608695652174335	0.05434782608695652023	0.34782608695652172948	0.50000000000000000000	0.00000000000000000000
11	0.05434782608695652023	0.04347826086956521618	0.14130434782608694566	0.72826086956521740579	0.03260869565217391214
12	0.02173913043478260809	0.06521739130434782428	0.09782608695652174335	0.43478260869565216185	0.38043478260869567631
13	0.02173913043478260809	0.04347826086956521618	0.08695652173913043237	0.33695652173913043237	0.51086956521739135262
14	0.01086956521739130405	0.04347826086956521618	0.11956521739130435145	0.42391304347826086474	0.40217391304347827052
15	0.03260869565217391214	0.07608695652173913526	0.10869565217391304046	0.72826086956521740579	0.05434782608695652023
16	0.09782608695652174335	0.06521739130434782428	0.33695652173913043237	0.50000000000000000000	0.00000000000000000000
17	0.16304347826086956763	0.19565217391304348671	0.64130434782608691791	0.00000000000000000000	0.00000000000000000000
18	0.27173913043478259421	0.58695652173913048788	0.14130434782608694566	0.00000000000000000000	0.00000000000000000000
19	0.66304347826086951212	0.33695652173913043237	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
20	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
