4
0.4175824176 0.2857142857 0.2087912088 0.0879120879
0.2307692308 0.2747252747 0.2417582418 0.2527472527
0.2000000000 0.2555555556 0.2555555556 0.2888888889
0.1413043478 0.1847826087 0.2934782609 0.3804347826
