"PVWatts Hourly PV Performance Data"
"Requested Location","Yaoundé"
"Location","Lat, Lng: 3.85, 11.54"
"Latitude (DD)","3.85"
"Longitude (DD)","11.54"
"Elevation (m)","720"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","9","18","0","0","23.6","0.7","0.2","0","23.6","0","0"
"1","9","19","0","0","22.3","0.8","0.2","0","22.3","0","0"
"1","9","20","0","0","21.2","0.7","0.2","0","21.2","0","0"
"1","9","21","0","0","20.2","0.7","0.2","0","20.2","0","0"
"1","9","22","0","0","19.6","0.6","0.2","0","19.6","0","0"
"1","9","23","0","0","19","0.6","0.2","0","19","0","0"
"1","10","0","0","0","18.3","0.6","0.2","0","18.3","0","0"
"1","10","1","0","0","17.7","0.6","0.2","0","17.7","0","0"
"1","10","2","0","0","17.3","0.6","0.2","0","17.3","0","0"
"1","10","3","0","0","17.1","0.5","0.2","0","17.1","0","0"
"1","10","4","0","0","17.1","0.5","0.2","0","17.1","0","0"
"1","10","5","0","0","17.1","0.5","0.2","0","17.1","0","0"
"1","10","6","0","0","17.7","0.5","0.2","0","0","0","0"
"1","10","7","0","5","19.6","0.6","0.2","4.634","19.758","13.352","0"
"1","10","8","10","200","22","0.7","0.2","198.561","28.552","649.235","610.376"
"1","10","9","38","325","24.1","0.8","0.2","352.398","35.378","1125.452","1069.718"
"1","10","10","670","238","25.5","0.8","0.2","860.247","53.087","2598.59","2490.658"
"1","10","11","719","251","26.6","0.7","0.2","977.016","58.755","2864.068","2746.729"
"1","10","12","740","253","27.4","0.5","0.2","1016.041","62.773","2921.55","2802.174"
"1","10","13","753","234","27.8","0.3","0.2","979.662","64.035","2809.493","2694.088"
"1","10","14","722","219","27.7","0.2","0.2","862.919","60.683","2528.982","2423.516"
"1","10","15","1","249","27.1","0.3","0.2","239.482","35.95","755.293","712.676"
"1","10","16","513","161","26.2","0.4","0.2","443.602","42.239","1431.632","1365.049"
"1","10","17","273","99","24.7","0.4","0.2","194.162","31.605","601.271","564.111"
"1","10","18","0","0","22.9","0.5","0.2","0","22.9","0","0"
"1","10","19","0","0","21.6","0.6","0.2","0","21.6","0","0"
"1","10","20","0","0","20.8","0.5","0.2","0","20.8","0","0"
"1","10","21","0","0","20.3","0.6","0.2","0","20.3","0","0"
"1","10","22","0","0","19.9","0.6","0.2","0","19.9","0","0"
"1","10","23","0","0","19.6","0.6","0.2","0","19.6","0","0"
"1","11","0","0","0","19.4","0.6","0.2","0","19.4","0","0"
"1","11","1","0","0","19.3","0.6","0.2","0","19.3","0","0"
"1","11","2","0","0","19.2","0.6","0.2","0","19.2","0","0"
"1","11","3","0","0","19.2","0.6","0.2","0","19.2","0","0"
"1","11","4","0","0","19.1","0.6","0.2","0","19.1","0","0"
"1","11","5","0","0","19.2","0.6","0.2","0","19.2","0","0"
"1","11","6","0","0","19.6","0.8","0.2","0","0","0","0"
"1","11","7","124","84","21.2","1.2","0.2","132.482","25.039","430.959","399.834"
"1","11","8","359","180","23","1.4","0.2","397.18","34.033","1313.581","1251.182"
"1","11","9","512","235","24.9","1.4","0.2","641.603","42.664","2038.064","1949.993"
"1","11","10","742","193","26.6","1.2","0.2","878.633","52.065","2669.165","2558.731"
"1","11","11","786","202","27.8","1","0.2","992.227","57.981","2921.733","2802.35"
"1","11","12","798","207","28.5","0.8","0.2","1021.225","61.215","2960.348","2839.597"
"1","11","13","41","496","28.5","0.7","0.2","535.518","46.044","1628.87","1555.298"
"1","11","14","51","468","28.3","0.7","0.2","514.166","45.174","1578.424","1506.64"
"1","11","15","368","315","27.6","0.7","0.2","590.901","47.101","1839.887","1758.838"
"1","11","16","0","136","26.6","0.7","0.2","129.471","30.876","414.027","383.503"
"1","11","17","0","68","25.1","0.5","0.2","66.115","27.408","207.613","184.402"
"1","11","18","0","0","23.5","0.5","0.2","0","23.5","0","0"
"1","11","19","0","0","22.8","0.5","0.2","0","22.8","0","0"
"1","11","20","0","0","22.4","0.6","0.2","0","22.4","0","0"
"1","11","21","0","0","22.1","0.6","0.2","0","22.1","0","0"
"1","11","22","0","0","21.8","0.7","0.2","0","21.8","0","0"
"1","11","23","0","0","21.7","0.7","0.2","0","21.7","0","0"
"1","12","0","0","0","21.5","0.8","0.2","0","21.5","0","0"
"1","12","1","0","0","21.2","0.7","0.2","0","21.2","0","0"
"1","12","2","0","0","21","0.7","0.2","0","21","0","0"
"1","12","3","0","0","20.9","0.7","0.2","0","20.9","0","0"
"1","12","4","0","0","20.7","0.7","0.2","0","20.7","0","0"
"1","12","5","0","0","20.5","0.6","0.2","0","20.5","0","0"
"1","12","6","0","0","20.6","0.7","0.2","0","0","0","0"
"1","12","7","0","3","21.3","1","0.2","2.78","21.385","7.72","0"
"1","12","8","1","86","22.4","1","0.2","80.752","24.861","258.707","233.685"
"1","12","9","15","311","23.7","1","0.2","311.268","33.153","998.569","947.332"
"1","12","10","6","360","25.2","1","0.2","351.364","35.841","1107.462","1052.366"
"1","12","11","0","269","26.3","0.9","0.2","255.63","34.232","799.266","755.09"
"1","12","12","1","363","26.9","0.8","0.2","348.693","38.005","1082.04","1027.845"
"1","12","13","80","523","26.9","0.8","0.2","601.165","46.076","1833.635","1752.807"
"1","12","14","67","476","26.5","0.8","0.2","536.266","43.631","1658.806","1584.173"
"1","12","15","49","396","25.9","0.7","0.2","436.283","40.259","1377.01","1312.363"
"1","12","16","34","228","25","0.6","0.2","242.061","33.225","785.969","742.265"
"1","12","17","14","130","23.8","0.5","0.2","143.073","28.792","460.509","428.337"
"1","12","18","0","0","22.6","0.5","0.2","0","22.6","0","0"
"1","12","19","0","0","22","0.6","0.2","0","22","0","0"
"1","12","20","0","0","21.6","0.7","0.2","0","21.6","0","0"
"1","12","21","0","0","21.2","0.7","0.2","0","21.2","0","0"
"1","12","22","0","0","20.8","0.7","0.2","0","20.8","0","0"
"1","12","23","0","0","20.6","0.6","0.2","0","20.6","0","0"
"1","13","0","0","0","20.4","0.6","0.2","0","20.4","0","0"
"1","13","1","0","0","20.2","0.6","0.2","0","20.2","0","0"
"1","13","2","0","0","20","0.5","0.2","0","20","0","0"
"1","13","3","0","0","19.9","0.5","0.2","0","19.9","0","0"
"1","13","4","0","0","19.6","0.5","0.2","0","19.6","0","0"
"1","13","5","0","0","19.4","0.4","0.2","0","19.4","0","0"
"1","13","6","0","0","19.8","0.5","0.2","0","0","0","0"
"1","13","7","118","79","21.4","0.9","0.2","124.382","25.285","402.762","372.636"
"1","13","8","351","179","23.4","1","0.2","390.272","35.341","1283.374","1222.045"
"1","13","9","511","230","25.3","0.9","0.2","634.421","45.152","1994.803","1908.265"
"1","13","10","528","302","26.8","0.7","0.2","794.122","52.945","2394.667","2293.96"
"1","13","11","578","325","27.9","0.5","0.2","911.443","59.616","2656.98","2546.979"
"1","13","12","594","335","28.6","0.5","0.2","951.425","61.697","2743.797","2630.719"
"1","13","13","483","390","28.8","0.5","0.2","875.934","59.267","2554.446","2448.077"
"1","13","14","436","367","28.5","0.5","0.2","757.529","54.885","2263.838","2167.767"
"1","13","15","49","427","28","0.5","0.2","456.657","43.902","1420.542","1354.352"
"1","13","16","246","227","27","0.5","0.2","364.109","39.758","1173.424","1115.991"
"1","13","17","97","104","25.6","0.4","0.2","143.447","30.733","450.913","419.081"
"1","13","18","0","0","23.9","0.4","0.2","0","23.9","0","0"
"1","13","19","0","0","22.9","0.5","0.2","0","22.9","0","0"
"1","13","20","0","0","22.2","0.5","0.2","0","22.2","0","0"
