Matrice des probabilites (heure x paquets) :
6 20 5 800
Heure	0	1	2	3	4
6	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
7	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
8	0.90109890109890111720	0.09890109890109889668	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
9	0.73626373626373631254	0.24175824175824175977	0.02197802197802197974	0.00000000000000000000	0.00000000000000000000
10	0.46153846153846156408	0.45054945054945055860	0.08791208791208791895	0.00000000000000000000	0.00000000000000000000
11	0.25274725274725273749	0.48351648351648351953	0.24175824175824175977	0.02197802197802197974	0.00000000000000000000
12	0.20879120879120879883	0.42857142857142854764	0.30769230769230770939	0.05494505494505494414	0.00000000000000000000
13	0.12087912087912087988	0.35164835164835167580	0.46153846153846156408	0.05494505494505494414	0.01098901098901098987
14	0.05494505494505494414	0.37362637362637363125	0.40659340659340659219	0.15384615384615385469	0.01098901098901098987
15	0.10989010989010988828	0.36263736263736262577	0.43956043956043955312	0.08791208791208791895	0.00000000000000000000
16	0.17582417582417583790	0.45054945054945055860	0.32967032967032966484	0.04395604395604395948	0.00000000000000000000
17	0.28571428571428569843	0.41758241758241759767	0.29670329670329670391	0.00000000000000000000	0.00000000000000000000
18	0.38461538461538463674	0.50549450549450547499	0.10989010989010988828	0.00000000000000000000	0.00000000000000000000
19	0.62637362637362636875	0.37362637362637363125	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
20	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
