Matrice des probabilites (heure x paquets) :
6 20 5 800
Heure	0	1	2	3	4
6	0.94505494505494502810	0.05494505494505494414	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
7	0.76923076923076927347	0.23076923076923078204	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
8	0.52747252747252748595	0.39560439560439558671	0.07692307692307692735	0.00000000000000000000	0.00000000000000000000
9	0.46153846153846156408	0.41758241758241759767	0.10989010989010988828	0.01098901098901098987	0.00000000000000000000
10	0.34065934065934067032	0.56043956043956044688	0.09890109890109889668	0.00000000000000000000	0.00000000000000000000
11	0.38461538461538463674	0.43956043956043955312	0.16483516483516483242	0.01098901098901098987	0.00000000000000000000
12	0.28571428571428569843	0.52747252747252748595	0.16483516483516483242	0.02197802197802197974	0.00000000000000000000
13	0.36263736263736262577	0.48351648351648351953	0.12087912087912087988	0.03296703296703296787	0.00000000000000000000
14	0.46153846153846156408	0.41758241758241759767	0.12087912087912087988	0.00000000000000000000	0.00000000000000000000
15	0.64835164835164837971	0.31868131868131865936	0.03296703296703296787	0.00000000000000000000	0.00000000000000000000
16	0.82417582417582413434	0.17582417582417583790	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
17	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
18	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
19	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
20	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
